content,text_tokens_stemmed,Label,Label NB,Label NB Average,Label SVM,Label SVM Average,Label NN
"Seru, paket komplit liburan bareng keluarga. Friendly kids. Pantainya bersih",seru paket komplit libur bareng keluarga friendly kids pantai bersih,positif,positif,positif,positif,positif,positif
Masih tahap prmbangunan belum 100% tertata,tahap prmbangunan 100 tata,positif,positif,positif,positif,positif,positif
Anak anak suka dan excited melihat hewan hewan .,anak anak suka excited hewan hewan,positif,positif,positif,positif,positif,positif
Worthed banget.. Apalagi tiap Sabtu malam ada Safari Prime..  Seru banget nonton Firedance dan atraksi lumba lumba.. 😍😍😍 …,worthed banget sabtu malam safari prime seru banget nonton firedance atraksi lumba lumba,positif,positif,positif,positif,positif,positif
"Kesana pas hari kerja gak terlalu ramai, tapi kebarengan sama anak2 TK yg pada outing class. Tiket masuk weekday 50k dan dapat voucher makan 10k (sudah termasuk lihat pertunjukan lumba2). …",kesana pas kerja gak ramai bareng anak2 tk yg outing class tiket masuk weekday 50k voucher makan 10k lihat tunjuk lumba2,positif,positif,positif,positif,positif,positif
Seneng banget pokoknya wisata paling komplit...bisa lihat banyak binatang...liat pertunjukan lumba2...bisa renang di pantai...mantapppp👍👍👍👍👍👍👍 …,neng banget pokok wisata komplitbisa lihat binatangliat tunjuk lumba2bisa renang pantaimantapppp,positif,positif,positif,positif,positif,positif
Tempat yang bagus dan nyaman untuk edukasi anak-anak.,bagus nyaman edukasi anakanak,positif,positif,positif,positif,positif,positif
tempatnya nyaman  bersuh dsn kita  bisa intefasi langsung kerenab,tempat nyaman suh dsn intefasi langsung kerenab,positif,positif,positif,positif,positif,positif
"Seru buat anak2, tempat adem asik. Tiket masuk relatif terjangkau krn sudah include nonton show lomba2, burung pemangsa dan pertunjukan seru lainnya",seru anak2 adem asik tiket masuk relatif jangkau krn include nonton show lomba2 burung mangsa tunjuk seru,positif,positif,positif,positif,positif,positif
Pantainya indah tempatnya bernuansa Cafe tepi pantai hanya saja banyak nyamuk sehingga harus bawa obat nyamuk,pantai indah tempat nuansa cafe tepi pantai nyamuk bawa obat nyamuk,positif,positif,positif,positif,positif,positif
"Edukasi tentang hewan, cocok buat anak-anak",edukasi hewan cocok anakanak,positif,positif,positif,positif,positif,positif
Tempat-tempat rekreasi nya bagus. Cuman harus ada penataan tempat lagi yang bagus.,tempattempat rekreasi nya bagus cuman tata bagus,positif,positif,positif,positif,positif,positif
Keren sekali!,keren,positif,positif,positif,positif,positif,positif
Bagus.. Cm pembangunan belum sls pas ksna,bagus cm bangun sls pas ksna,positif,positif,positif,positif,positif,positif
"Cukup menghibur, terima kasih",hibur terima kasih,positif,positif,positif,positif,positif,positif
Tempatnya bagus,tempat bagus,positif,positif,positif,positif,positif,positif
Bagus ada pertunjukan lumba2 dama gajah,bagus tunjuk lumba2 dama gajah,positif,positif,positif,positif,positif,positif
"Banyak nyamuk,makanan mahal,kandang hewanya kurang bersih",nyamukmakanan mahalkandang hewanya bersih,negatif,positif,positif,negatif,positif,positif
"cozy banget buat santai dan main pasir anak2 nyaman banget, tempatnya bersih, sejuk adem, cuma jalan gerbang masuknya udah bocel2 sampe rangka betonnya keliatan please betulin soalnya membahayakan dan gak estetik banget",cozy banget santai main pasir anak2 nyaman banget tempat bersih sejuk adem jalan gerbang masuk udah bocel2 sampe rangka beton liat please betulin bahaya gak estetik banget,positif,positif,positif,positif,positif,positif
"Kalau kami yang 2x kesana dari Semarang gak menyesal ya ke tempat wisata ini. Dengan tiket 60k worth it sih.
Dari petugas2nya ramah, tempat parkir luas, binatang2nya cukup banyak kok, …",2x kesana semarang gak sesal ya wisata tiket 60k worth it sihdari petugas2nya ramah parkir luas binatang2nya,positif,positif,positif,positif,positif,positif
"Wisata edukasi satwa terlengkap di Kabupaten Batang, sangat rekomended istimewa",wisata edukasi satwa lengkap kabupaten batang rekomended istimewa,positif,positif,positif,positif,positif,positif
"Potensi wisata edukasi yang baik... Masih dalam perbaikan, semoga makin sukses",potensi wisata edukasi baik moga sukses,positif,positif,positif,positif,positif,positif
Bagus cuman masih banyak ada proses pembaruan yang belum selesai bangunannya,bagus cuman proses baru selesai bangun,positif,positif,positif,positif,positif,positif
"Pantai nya biru banget air nya dan bersih cocok untuk menghilangkan penat,pertunjukan satwa juga ada semua gratis untuk menonton nya good recomended banget pokoknya 🤗 …",pantai nya biru banget air nya bersih cocok hilang penatpertunjukan satwa gratis tonton nya good recomended banget pokok,positif,positif,positif,positif,positif,positif
Blm pernah,blm,positif,positif,positif,positif,positif,positif
"Tempat nyaman parkiran luas, tiket masuk, sudah termasuk fasilitas di dalam
Namun harga makanan yg lumayan air mineral juga harga lumayan",nyaman parkir luas tiket masuk fasilitas dalamnamun harga makan yg lumayan air mineral harga lumayan,positif,positif,positif,positif,positif,positif
Booking dulu .. pelayanan terjamin top,booking layan jamin top,positif,positif,positif,positif,positif,positif
"Perpaduan wisata pantai, dan mini zoo...meskipun jumlah hewannya belum terlalu banyak. Ada arena pertunjukan lumba-lumba.  Cocok untuk wisata keluarga bersama anak-anak.",padu wisata pantai mini zoomeskipun hewan arena tunjuk lumbalumba cocok wisata keluarga anakanak,positif,positif,positif,positif,positif,positif
Tempat yang sangat bagus untuk pelarian singkat!,bagus lari singkat,positif,positif,positif,positif,positif,positif
Lokasi yg sejuk.. dipinggir pantai... Angin semilir... Membangkitkan gairah untuk mengunjungi lagi... Satwanya mohon bisa dikompliti lagi yaaaa...,lokasi yg sejuk pinggir pantai angin milir bangkit gairah unjung satwa mohon dikompliti yaaaa,positif,positif,positif,positif,positif,positif
"Ombak gak begitu besar,makanan ready dan ramah dikantong,jangan lupa bawa ganti 🥳 …",ombak gak besarmakanan ready ramah dikantongjangan lupa bawa ganti,positif,positif,positif,positif,positif,positif
"Asik tempatnya.. Yg cari susana dipinggir pantai enak dan nyaman bisa kesini. Kid friendly juga..
Menu makanan beragam, nyaman. Pilihan tepat buat keluarga",asik tempat yg cari susana pinggir pantai enak nyaman kesini kid friendly jugamenu makan agam nyaman pilih keluarga,positif,positif,positif,positif,positif,positif
Cukup bagus,bagus,positif,positif,positif,positif,positif,positif
Baik,,positif,positif,positif,positif,positif,positif
"Seru banget seharian main disini, datang jam 10 pagi langsung ke zoo dan nonton pertunjukan hewan sampe siang, siang makan di resto pantai, untuk resto harganya terlalu overprice dgn rasa yg biasa.. sore puas main di pantai, ada ayunan, …",seru banget hari main jam 10 pagi langsung zoo nonton tunjuk hewan sampe siang siang makan resto pantai resto harga overprice dgn yg sore puas main pantai ayun,positif,positif,positif,positif,positif,positif
Tempat bagus . Karna tempat wisata jadi apa2 muahaaaal 😂 …,bagus karna wisata apa2 muahaaaal,positif,positif,positif,positif,positif,positif
Penyembuhan tipis2,sembuh tipis2,positif,positif,positif,positif,positif,positif
"Ada foodcourt dipinggir pantai, pantainya bagus, bersih dan terawat. Kesini mau nonton lumba-lumba bersama anak.",foodcourt pinggir pantai pantai bagus bersih awat kesini nonton lumbalumba anak,positif,positif,positif,positif,positif,positif
Makanan mahal gratis voucer kaya gk guna,makan mahal gratis voucer kaya gk,negatif,positif,positif,negatif,positif,negatif
Pantainya bersih...banyak pepohonan rindang jadi tidak terlalu panas.Ada minizoo dan bisa naik gajah,pantai bersihbanyak pohon rindang panasada minizoo gajah,positif,positif,positif,positif,positif,positif
"Tempatnya bagus, pemandangannya bagus",tempat bagus pandang bagus,positif,positif,positif,positif,positif,positif
"Pertama masuk tempatnya nyaman dan bagus...pantainya bersih...walaupun siang2 tp disana tdk terasa panas krna bnyk pepohonan. Hnya saja binatang sedikit dan kandangnya seperti kurang terawat.apalagi bagian monyet,kuda nil,buaya.",masuk tempat nyaman baguspantainya bersihwalaupun siang2 tp sana tdk panas krna bnyk pohon hnya binatang kandang terawatapalagi monyetkuda nilbuaya,positif,positif,positif,positif,positif,positif
Sayangnya masih ada bbrp bangunan yg sedang dlm persiapan utk smacam resto,sayang bbrp bangun yg dlm siap utk smacam resto,positif,positif,positif,positif,positif,positif
dangat memuaskan,dangat muas,positif,positif,positif,positif,positif,positif
Bagus tempatnya..tiket terjangkau.. pantainya landai..enak bwt anak2 bermain.. cmn bingung kehabisan uang..cari ATM gak ada.. harusnya tempat wisata sekelas jawa tengah ini wajib ada ATMnya..,bagus tempatnyatiket jangkau pantai landaienak bwt anak2 main cmn bingung habis uangcari atm gak wisata kelas jawa wajib atmnya,positif,positif,positif,positif,positif,positif
Overall bagus.. Cmn masukan bwt pengelola.. Tolong donk difasilitasi ATM center..  Biar pengunjung bisa ambil uang sepuasnya.. 😁😁😁 …,overall bagus cmn masuk bwt kelola tolong donk fasilitas atm center biar unjung ambil uang puas,positif,positif,positif,positif,positif,positif
"Untuk kelas mini zoo, cukup worth it lah yaa..
Kedepannya bisa dibenahi akses menuju dolphin centre dan mini zoonya.. Dari parkiran cukup jauh utk ke mini zoo (bagi yg bawa lansia) dan jalanannya masih rusak (tanah biasa), yg klo hujan pasti super becek 😁😁 …",kelas mini zoo worth it yaakedepannya benah akses dolphin centre mini zoonya parkir utk mini zoo yg bawa lansia jalan rusak tanah yg klo hujan super becek,positif,positif,positif,positif,positif,positif
"Tempatnya adem fasilitas toilet bersih,bnyk tmpt duduk sambil nyemil,harga makanan minuman  sesuai tempat wisata ,klo pantainya dah pasti panas donk..😊 …",tempat adem fasilitas toilet bersihbnyk tmpt duduk nyemilharga makan minum sesuai wisata klo pantai dah panas donk,positif,positif,positif,positif,positif,positif
"Tempatnya asri, sejuk dan bersih, karyawannya ramah2, cocok buat santai keluarga, terutama untuk anak2.",tempat asri sejuk bersih karyawannya ramah2 cocok santai keluarga anak2,positif,positif,positif,positif,positif,positif
Rekomended,rekomended,positif,positif,positif,positif,positif,positif
"Tempat nyaman, aman apalagi untuk anak anak.. Sayang belum ada kursi roda",nyaman aman anak anak sayang kursi roda,positif,positif,positif,positif,positif,positif
Pantai yang nyaman untuk bersantai dengan keluarga dengan ombak yang tenang,pantai nyaman santa keluarga ombak tenang,positif,positif,positif,positif,positif,positif
sekarang jadi sedikit hewannya kenapa ya??pertama kesana berasa capek tapi skrng kok makin dipersempit ya...,hewan yapertama kesana asa capek skrng sempit ya,positif,positif,positif,positif,positif,positif
"Terakhir kesini sebelum pandemi dan HTM masih sekitar 35 K..
Sekarang HTM 60K..
Didalem nya ngga boleh bawa makanan..tp sayang nya pada saat pertunjukan lumba2 sangat puanas didalam gelanggang nya krn tdk dibatasi kuota nya,.",kesini pandemi htm 35 ksekarang htm 60kdidalem nya ngga bawa makanantp sayang nya tunjuk lumba2 puanas dalam gelanggang nya krn tdk batas kuota nya,positif,positif,positif,positif,positif,positif
"Tempat nya nyaman, parkir nya luas",nya nyaman parkir nya luas,negatif,positif,positif,positif,positif,positif
"Sebelum masuk ke dolphin center kita harus lewat gerbang depan dulu bayar per orang nya sy lupa berapa. Masuk ke dolphine center bayar 60rb/orang. Parkir luas & gersang. Bisa nonton atraksi lumba-lumba, burung & beberapa binatang lagi …",masuk dolphin center gerbang bayar orang nya sy lupa masuk dolphine center bayar 60rborang parkir luas gersang nonton atraksi lumbalumba burung binatang,positif,positif,positif,positif,positif,positif
"Tempat rekreasi yg menyenangkan utk keluarga. Pantai bersih, penjual makanan ditata dengan apik, area bersantainya rimbun Krn banyak pohon, mini zoo & pertunjukan satwanya menarik, kamar mandi bersih. …",rekreasi yg senang utk keluarga pantai bersih jual makan tata apik area santa rimbun krn pohon mini zoo tunjuk satwa tarik kamar mandi bersih,positif,positif,positif,positif,positif,positif
"Worth it 😍 Paket lengkap dah kl ke sini. Edukasi dapet, main di pantai dapet, hiburan dapet, anak2 senang, ibu nya pun juga senang 😍😊
Lokasi juga ga terlalu jauh dr exit tol. …",worth it paket lengkap dah kl edukasi dapet main pantai dapet hibur dapet anak2 senang nya senang lokasi ga dr exit tol,positif,positif,positif,positif,positif,positif
Toilet 😭diperbaiki lagi yuuu …,toilet baik yuuu,positif,positif,positif,positif,positif,positif
Rekomendasi banyak tempat untuk ber rekreasi,rekomendasi ber rekreasi,positif,positif,positif,positif,positif,positif
Kemaren kesini ikut poundfit enak sih suasana baru cuma masuk angin 😭 …,kemaren kesini poundfit enak sih suasana masuk angin,positif,positif,positif,positif,positif,positif
"Sangat bersih, vibes nya sudah mirip pantai di bali, lombok",bersih vibes nya pantai bal lombok,positif,positif,positif,positif,positif,positif
"Lumayanlah ya tetap jaga kebersihan aja sih
Semoga bisa terus berkembang dan jadi lebih baik lagi terutama hospitality nya",lumayan ya jaga bersih aja sihsemoga kembang hospitality nya,positif,positif,positif,positif,positif,positif
"Pengelolaan oleh taman safari tetapi dengan lokasi pantai,menjadikan tempat wisata yang berbeda dengan taman safari pada umumnya. Wisata pantai dengan kebun binatang juga dan juga ada pertunjukan atraksi lumba2,pertunjukan atraksi tari api di malam minggu,satwanya juga banyak dan menyediakan foto dengan satwa.",kelola taman safari lokasi pantaimenjadikan wisata beda taman safari wisata pantai kebun binatang tunjuk atraksi lumba2pertunjukan atraksi tari api malam minggusatwanya sedia foto satwa,positif,positif,positif,positif,positif,positif
"Lokasinya gak jauh dari exit toll jadi gak bingungin kalo pulang-pergi.

Tempatnya masih under construction. Dateng ke sana masih sepi....acara animal …",lokasi gak exit toll gak bingungin kalo pulangpergitempatnya under construction dateng sepiacara animal,positif,positif,positif,positif,positif,positif
"pantainya bersih ya karena dikelola swasta, banyak tempat sampah. Tinggal kesadaran pengunjung aja buat buang sampah di tempat yg bener. Sayang booth makanannya dikit dan cemilan ringannya terbatas cuma dimsum dan siomay.",pantai bersih ya kelola swasta sampah tinggal sadar unjung aja buang sampah yg bener sayang booth makan dikit cemilan ringan batas dimsum siomay,positif,positif,positif,positif,positif,positif
Liat pantai doang bayar 70rb. Malah air pantainya kayak air kali. Butek jelek gak jernih. Padahal kesini niatnya mau liat bonbin.. eh malah dah tutup dari jam 3 sore. Padahal di google maps tulisannya sampai jam 8 malam.. kecewa berattttt.. kapok dateng jauh2 dr boyolali kesini. Cuma liat pantai keruh airnya.,liat pantai doang bayar 70rb air pantai kayak air kali butek jelek gak jernih kesini niat liat bonbin eh dah tutup jam 3 sore google maps tulis jam 8 malam kecewa berattttt kapok dateng jauh2 dr boyolali kesini liat pantai keruh air,negatif,positif,positif,negatif,positif,negatif
"Lokasi rekreasi keluarga yg rekomen banget,
Tiket 60rb tapi udah sama vocer makan 20rb, dengan piliha makanan yg banyak banget. Dan itu termasuk murah banget …",lokasi rekreasi keluarga yg rekomen bangettiket 60rb udah vocer makan 20rb piliha makan yg banget murah banget,positif,positif,positif,positif,positif,positif
"Udah jauh lebih bagus dari pas awal thn 2022..
Parkiran ny tapi masih puanas bgt..
Area food court asik, sejuk.. …",udah bagus pas thn 2022parkiran ny puanas bgtarea food court asik sejuk,positif,positif,positif,positif,positif,positif
Disini bagus banget masih ada pasirnya untuk foto foto oke juga. Saran sih datang pagi atau sore untuk ngeliat sunrise atau sunset. Bagus soalnya,bagus banget pasir foto foto oke saran sih pagi sore ngeliat sunrise sunset bagus,positif,positif,positif,positif,positif,positif
"Nggak usah jauh-jauh  buat melihat kebun binatang.Disini binatangnya juga banyak dan terawat.Kebersihan kandangnya,makanannya sepertinya aman terkendali.Ada pertunjukan hewan sesuai jadwal.Sekarang ada akses pantai juga..Sudah lebih bagus,terus berkembang,sukses selalu tim safari beach",nggak jauhjauh kebun binatangdisini binatang terawatkebersihan kandangnyamakanannya aman terkendaliada tunjuk hewan sesuai jadwalsekarang akses pantai jugasudah bagusterus berkembangsukses tim safari beach,positif,positif,positif,positif,positif,positif
"Banyak acara waktu malam Minggu kemarin 👍 Karyawannya juga ramah ..semoga selalu tetap ramah dan baik ,mau bantu kesusahan pengunjung termasuk keluarga saya karena ibu saya pengguna kursi roda (Krn keterbatasan gerak) dan akses jalan di lokasi belum bagus  semoga kedepannya lebih bagus …",acara malam minggu kemarin karyawannya ramah moga ramah bantu susah unjung keluarga guna kursi roda krn batas gerak akses jalan lokasi bagus moga depan bagus,positif,positif,positif,positif,positif,positif
"Tiket masuk 30k weekend. Kalo mau foto sama lumba² bayar lagi ya mas, mbak. Seru asli❤️‍🔥 …",tiket masuk 30k weekend kalo foto lumba bayar ya mas mbak seru asli,positif,positif,positif,positif,positif,positif
"lumayan bagus,tiket bs ditukar voucher utk makan,ada villa yg br dibangun",lumayan bagustiket bs tukar voucher utk makanada villa yg br bangun,positif,positif,positif,positif,positif,positif
"Sudah cukup bagus tp masih bisa ditingkatkan lagi untuk area hewan2nya.. Pelayanannya juga sudah bagus, sopan, dan ramah",bagus tp tingkat area hewan2nya layan bagus sopan ramah,positif,positif,positif,positif,positif,positif
Recommended buat ngajak anak2 main ke kebun binatang sekaligus ke pantai dan melihat atraksi lumba2,recommended ngajak anak2 main kebun binatang pantai atraksi lumba2,positif,positif,positif,positif,positif,positif
Tempatnya bagus... Yg penting ditingkatkan lagi fasilitasnya... Safari beach jateng joos pokoknya,tempat bagus yg tingkat fasilitas safari beach jateng joos pokok,positif,positif,positif,positif,positif,positif
"Seru rekomen buat ajak anak2 sekalian main ke pantai, animal shownya pinter banget, cuma bisa dicek kebersihan kandang di bagian afrika  baunya lumayan menusuk hidung …",seru rekomen ajak anak2 main pantai animal shownya pinter banget cek bersih kandang afrika bau lumayan tusuk hidung,positif,positif,positif,positif,positif,positif
"Tempatnya cukup luas, tiket masuk kalo weekday 50K dan weekend 60K cukup okelah karena sudah termasuk bisa liat semua atraksi hewan berapa x pun. Kalau mau naik onta, gaja dan kuda atau atv bayar lagi. Itu juga sudah termasuk potongan beli …",tempat luas tiket masuk kalo weekday 50k weekend 60k oke liat atraksi hewan x onta gaja kuda atv bayar potong beli,positif,positif,positif,positif,positif,positif
"Baru aja balik dari Safari Beach Jateng ini dan overall anak-anak puas dan happy, alhamdulillah 🥰 …",aja safari beach jateng overall anakanak puas happy alhamdulillah,positif,positif,positif,positif,positif,positif
Mantap Jateng punya ginian.,mantap jateng ginian,positif,positif,positif,positif,positif,positif
"Rekomendasi healing akhir pekan bareng anak dan keluarga , mini safari nya oke,",rekomendasi healing pekan bareng anak keluarga mini safari nya oke,positif,positif,positif,positif,positif,positif
Bagus banyak binatang dan pertunjukan binatang serta pemandangan langsung ke pantai,bagus binatang tunjuk binatang pandang langsung pantai,positif,positif,positif,positif,positif,positif
"Enaknya di sini sekali bayar tiket bs nonton animal presentation berkali2 tanpa bayar lagi 😍 kemarin kami nonton dolphin 2x.
Utk tempat lumayan tapi masih jauh jika dibandingkan Safari yg di Prigen. Kamar …",enak bayar tiket bs nonton animal presentation berkali2 bayar kemarin nonton dolphin 2xutk lumayan banding safari yg prigen kamar,positif,positif,positif,positif,positif,positif
"terus berkembang safari beach
makin cakep aja makin kesini",kembang safari beachmakin cakep aja kesini,positif,positif,positif,positif,positif,positif
Alternatif wisata pantai yg dipadukan dg kebon binatang..ada tempat makan dan jajan jg..dan bisa pakai Qris..mantaap..,alternatif wisata pantai yg padu dg kebon binatangada makan jajan jgdan pakai qrismantaap,positif,positif,positif,positif,positif,positif
Cafe nya enak buat duduk2 santaii tapi sayang makanannya semua kurang enak coba diperbaikin kualitasnya,cafe nya enak duduk2 santai sayang makan enak coba diperbaikin kualitas,positif,positif,positif,positif,positif,positif
"Wisata keluarga
Ngajak anak pengen pantai, hewan, seru
Safari pantai …",wisata keluargangajak anak ken pantai hewan serusafari pantai,positif,positif,positif,positif,positif,positif
"Bagus terdapat atraksi dan menghibur cocok untuk anak-anak. Jika hanya ingin lihat atraksi ini kalian bisa kunjungi saat hari sabtu (malam minggu) jam 19:00 (mungkin, karna saya kurang tau tepatnya jam berapa acara dimulai dan kebetulan …",bagus atraksi hibur cocok anakanak lihat atraksi kunjung sabtu malam minggu jam 1900 karna tau tepat jam acara,positif,positif,positif,positif,positif,positif
Pantai yang indah dan indah di malam hari,pantai indah indah malam,positif,positif,positif,positif,positif,positif
Pembelian online sama dilapangan kok beda harganya ka,beli online lapang beda harga ka,negatif,positif,positif,negatif,positif,negatif
"kesini menjelang jam 3. nngga seberapa panas. keburu utk nntn pertunjukan lumba2, satwa2, akrobatik, dance.
tiket nya 60rb/org. dpt vocher makan/minum 20rb per org. pantai nya lumayan …",kesini jelang jam 3 nngga panas keburu utk nntn tunjuk lumba2 satwa2 akrobatik dancetiket nya 60rborg dpt vocher makanminum 20rb org pantai nya lumayan,positif,positif,positif,positif,positif,positif
"Tempat rekreasi yg bagus utk keluarga,terutama anak""..,karena satu"" nya pantai yg ada pertunjukan ikan lumba"" seperti di pantai ancol jkt",rekreasi yg bagus utk keluargaterutama anakkarena nya pantai yg tunjuk ikan lumba pantai ancol jkt,positif,positif,positif,positif,positif,positif
Saya ke sini malam hari menjelang jam 20 hanya sebentar sebelum tutup,malam jelang jam 20 sebentar tutup,positif,positif,positif,positif,positif,positif
"Pertunjukkan satwa dan lumba lumba sangat menghibur. Fasilitas lengkap (mushola, tempat cuci, tempat makan dan toilet) semuamya bersih.
Tiket masuk …",tunjuk satwa lumba lumba hibur fasilitas lengkap mushola cuci makan toilet semuamya bersihtiket masuk,positif,positif,positif,positif,positif,positif
"Kesan pertama kali dateng kek ""ini gimana konsepnya"" dan setelah masuk baru ngowoh ternyata ada kebun binatang di pinggir pantai. Waktunya review~ …",kesan kali dateng kek gimana konsep masuk ngowoh kebun binatang pinggir pantai review,positif,positif,positif,positif,positif,positif
pantainya kurang rekomended….pertunjukan yg menarik hanya lumba2 aj…jd harganya jd kurang worthbit,pantai rekomendedpertunjukan yg tarik lumba2 ajjd harga jd worthbit,negatif,positif,positif,negatif,positif,negatif
Cocok untuk berlibur bersama keluarga,cocok libur keluarga,positif,positif,positif,positif,positif,positif
"Keren bgt...
Dateng dari jam 9 pagi pulang sampe jam 9 malem, tapi tetep masih nagih",keren bgtdateng jam 9 pagi pulang sampe jam 9 malem tetep nagih,positif,positif,positif,positif,positif,positif
"masih perlu banyak perbaikan, mungkin akan lebih bagus beberapa bulan lagi",baik bagus,negatif,positif,positif,positif,positif,positif
Ada Lumba lumbaaa disiniii,lumba lumbaaa disiniii,positif,positif,positif,positif,positif,positif
"Tempat yang bisa diputerin selama seharian bahkan sampe malem!

Tiket masuk dari gerbang awal desa sigandu dan masuk zoo mungkin sekitar Rp. …",diputerin hari sampe malemtiket masuk gerbang desa sigandu masuk zoo rp,positif,positif,positif,positif,positif,positif
Lumayan bagus dan enaknya datang di sorehari suasana lebih nyaman,lumayan bagus enak sorehari suasana nyaman,positif,positif,positif,positif,positif,positif
bagus tempat dan suasananya d sore dan malam hari,bagus suasana d sore malam,positif,positif,positif,positif,positif,positif
"Pantai dikelola dengan baik oleh taman safari. Pantainya sendiri sih biasa saja, standar pantai pantura, namun dg pengelolaan yg baik suasananya jadi enak dan fasilitas memadai banget",pantai kelola taman safari pantai sih standar pantai pantura dg kelola yg suasana enak fasilitas pada banget,positif,positif,positif,positif,positif,positif
"Ada banyak pertunjukan hewan, asal kesananya pas jadwal. Paling seru lihat pertunjukan lumba-lumba dan duduk di pantai",tunjuk hewan kesana pas jadwal seru lihat tunjuk lumbalumba duduk pantai,positif,positif,positif,positif,positif,positif
Mantab..bersih nyaman dan indah,mantabbersih nyaman indah,positif,positif,positif,positif,positif,positif
Safar beach Jateng ini masi dalam proses pengembangan. Untuk koleksi hewan terbatas namun cukup lengkap. Lumba2 dan atraksi Lumba2 adalah nilai jula terbaik disini. …,safar beach jateng mas proses kembang koleksi hewan batas lengkap lumba2 atraksi lumba2 nilai jula baik,positif,positif,positif,positif,positif,positif
"Mahal gak sesuai sama harganya , Semua nya dikit dikit Bayar , tapi tidak sesuai , Naik Gajah 25.K, Cuma jalan 10 meter 🤣🤣 …",mahal gak sesuai harga nya dikit dikit bayar sesuai gajah 25k jalan 10 meter,negatif,positif,positif,negatif,positif,negatif
"Tempatnya indah, namun binatangya kurang bervariasi kurang banyak",tempat indah binatangya variasi,positif,positif,positif,positif,positif,positif
Cocok untuk bertamasya,cocok tamasya,positif,positif,positif,positif,positif,positif
"Bagus,anak2 pasti seneng",bagusanak2 neng,positif,positif,positif,positif,positif,positif
Safari Kecil di Jawa Tengah,safari jawa,positif,positif,positif,positif,positif,positif
"Wisata rekomended utk semua kalangan,, bisa mantai dan liat aneka koleksi hewan yg ada di safari beach,, harga tiket masuk 60 ribu sudah include voucher makan senilai 20 ribu yg bisa di tukar di stand khusus Penukaran voucher,, selain itu …",wisata rekomended utk kalang manta liat aneka koleksi hewan yg safari beach harga tiket masuk 60 ribu include voucher makan nila 20 ribu yg tukar stand khusus tukar voucher,positif,positif,positif,positif,positif,positif
Udah 2x kesini. Masih tahap oembangunan. Tp sejauh ini menyenangkaaaaaaan,udah 2x kesini tahap oembangunan tp menyenangkaaaaaaan,positif,positif,positif,positif,positif,positif
Wahana buat hiburan anak dan orang tua... kereeennn 👍 …,wahana hibur anak orang tua kereeennn,positif,positif,positif,positif,positif,positif
Mahal tiketnya tapi mendingan agak bersih,mahal tiket mending bersih,positif,positif,positif,negatif,negatif,positif
"Tempat yg nyaman bt liburan sama anak-anak. Makin kesini juga makin bagus. Ada cafe nya juga, tiap malam Minggu juga ada pertunjukan fire dance. Recomended untuk liburan kluarga",yg nyaman bt libur anakanak kesini bagus cafe nya malam minggu tunjuk fire dance recomended libur kluarga,positif,positif,positif,positif,positif,positif
Bagus cocok untuk edukasi anak usia dini..pertunjukan sangat menghibur,bagus cocok edukasi anak usia dinipertunjukan hibur,positif,positif,positif,positif,positif,positif
"Waktu kami kesana sepertinya masih dalam tahap pembangunan sehingga ada bagian jalan yang masih bebatuan sehingga terkesan agak kotor, kurang rapi, dan kurang nyaman. …",kesana tahap bangun jalan bebatuan kes kotor rapi nyaman,positif,positif,positif,positif,positif,positif
Macam hewannya belum lengkap...,hewan lengkap,positif,positif,positif,positif,positif,positif
Antraksi Lumba lumba bagus,antraks lumba lumba bagus,positif,positif,positif,positif,positif,positif
Pantainya bersih,pantai bersih,positif,positif,positif,positif,positif,positif
"Pantai bersih
Parkir luas",pantai bersihparkir luas,positif,positif,positif,positif,positif,positif
Antraksi binatang,antraks binatang,positif,positif,positif,positif,positif,positif
Salah satu destinasi mini zoo disekitar Tegal Pemalang  Pekalongan & Batang,salah destinasi mini zoo sekitar tegal malang kalong batang,positif,positif,positif,positif,positif,positif
"Tempat wisata edukasi yg bagus walopun blm sepenuhnya jadi.. tapiii kita sekeluarga enjoy & anak2 happy .. menyaksikan pertunjukan satwa , lumba2 , gajah, unta dll",wisata edukasi yg bagus walopun blm sepenuh tapiii keluarga enjoy anak2 happy saksi tunjuk satwa lumba2 gajah unta dll,positif,positif,positif,positif,positif,positif
"Masih jauh fasilitasnya kalau dibandingkan TSI yang lain. Sepertinya masih tahap pengembangan, restoran juga sedang dibangun. Binatang2nya belum terlalu variatif, yg paling menarik adalah naik gajah & pertunjukan lumba2. Selain itu lokasinya persis di pinggir pantai jadi ada suasana berbeda dibanding TSI yang lain",fasilitas banding tsi tahap kembang restoran bangun binatang2nya variatif yg tarik gajah tunjuk lumba2 lokasi persis pinggir pantai suasana beda banding tsi,positif,positif,positif,positif,positif,positif
Terlalu mahal untuk makananya,mahal makananya,positif,positif,positif,positif,positif,positif
"Tempatnya asik, ada pantainya, cocok buat anak"" untk mengenal satwa..",tempat asik pantai cocok anak untk kenal satwa,positif,positif,positif,positif,positif,positif
"Mini safari, keliling dan kenali beragam satwa dari 5 benua, termasuk beberapa satwa langka dari Indonesia. Wahana permainan untuk keluarga dengan berbagai permainan yang mengasyikkan. Bisa juga menikmati desiran ombak pantai.",mini safari keliling kenal agam satwa 5 benua satwa langka indonesia wahana main keluarga main asyik nikmat desir ombak pantai,positif,positif,positif,positif,positif,positif
